,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,-474.47631064977577,-560.825281372106,-420.81005127471616,-442.0563098296112,-285.24650246046866,-199.11565682636854,-272.11579733743287,-240.66998873314384,-224.40641122391946,-248.65161240127,-229.5995974433045,-287.2386759740523,-235.7009366454101,-233.3802790607039,-229.0673726134753,-228.93934345643518,-228.73945647759564,-285.9997990020158,-287.08983524609795,-322.47059551249583,-338.60941977342014,-344.2508855943415,-371.316888569926,-382.8307985449922,-357.4763306759868,-397.6783073860056,-435.7771531672554,-404.22301619899514,-348.52872403659086,-352.1112715184941,-359.40934721674256,-353.5218977196687,-332.4352297722096,-366.4567086999063,-352.77616270352775,-367.3565390099885,-354.96556125988127,-362.35871950107696,-365.27682378321333,-382.78453500134475,-424.4281541159012,-456.78374852202325,-479.6694138914931,-441.0127397191916,-465.052202783861,-491.6581516768811,-507.9491814102775,-485.0621176495149,-514.897939606387,-523.4974331219239,-527.1648985821898,-550.3370843625854,-546.3898865745708,-528.9812579692752,-549.3785390836476,-551.4164176635289,-547.9678227776299,-583.2998757812658,-572.1141039604197,-586.2893629166987
1,-251.20816195406124,-299.3686527136823,-185.3832616906124,-195.231009096864,-76.17927387056145,-9.558341308886044,-57.704125449240536,-31.333765130516255,-16.031071495310748,-28.110451089648116,-11.120440947845431,-45.79616491313868,-7.278586854156528,-2.2866090373434083,3.9818968646827835,7.23456911626681,10.439952856786231,-23.401207288650326,-21.195218891636536,-40.801065641115194,-48.16635633256099,-49.558970324753474,-63.49365972279594,-67.71666093840915,-49.14143755575012,-71.08059364530493,-91.46947540889015,-69.27765626446792,-32.88709225076174,-32.340086625205224,-34.11305820407713,-28.125401516920494,-13.264915297711909,-30.635379621306754,-20.062313019099832,-25.94436975573881,-16.28062804645483,-18.011077513849912,-17.27188334001737,-24.841339656859628,-45.93635388750527,-61.66359951077423,-71.86572857754062,-47.81884057962785,-58.48922616122427,-70.43013749203196,-76.64626728478373,-61.41174527527302,-74.82490479128562,-76.72257472740529,-75.76003347390606,-85.1435581609731,-80.15345104891955,-68.00924762348939,-75.58415414359065,-73.57585324207773,-68.71936663175256,-83.74355405269412,-74.71231469050069,-78.52586016111529
2,-152.97167343324745,-186.35311680100097,-90.4908716712147,-96.6488094680627,1.9816956121484501,56.97419579191254,19.58547808639577,41.738466497484595,54.907023087089414,46.55707108122674,60.90079296449033,34.84136931298271,65.79027165469681,70.49061383178169,76.14370360085331,79.37116129375539,82.51986999672724,56.941799105185524,59.281360687475875,45.01538584124926,40.0652590397135,39.645157800583874,29.792224352888393,27.262103962422046,41.8478346683066,26.002459491618016,11.38406022718546,28.58910369683244,56.24875266814037,57.201289187212325,56.40570583967108,61.32769438565046,72.7631264847218,60.473850646087804,68.7391036207896,64.91463403129713,72.45656693847953,71.60275401432224,72.58511370850769,67.48944724500703,52.5575060770288,41.5692572972428,34.64181978770385,52.53887290667817,45.29324386422429,37.15818747810249,33.164920083099204,44.61728013862834,35.470073532325756,34.590328363965526,35.78827505746899,29.60145924194322,33.52928336433038,42.636206998870875,37.7981761500087,39.72399943428496,43.64764620586275,33.59623466028489,40.4677873039106,38.336401222924465
3,-131.6395251983226,-165.59785947129896,-61.624997931500324,-67.78205260321099,39.76590185792853,100.68365723222759,60.5184671849799,85.47278224900234,100.60896641030394,91.86140218258603,108.28881950526409,80.4508811080881,115.13041747264825,120.94824851347144,127.8275085465967,131.99459800011553,136.0635001265849,108.57811745666852,111.65038060577803,96.21651183217512,91.11570379406079,91.05160326779736,80.46895383210058,78.03001004797585,94.72045607329618,77.36448084104711,61.35357565246624,80.99096599759302,112.36371544823399,113.40032698559395,112.8836552406541,118.7531055151461,131.9220842120669,118.53213769747529,128.17877470053,124.260010908164,133.0980240881058,132.4974627271308,133.95234892417906,128.54953916876408,112.0426660930902,99.95294043145428,92.43830857300415,112.95583215393383,105.08762855043825,96.20080163270579,91.98259354415173,105.2638242067449,95.20575720634129,94.50417344044338,96.17770714706212,89.46305517115897,94.36813589989498,105.07425955321605,99.87569657409806,102.39356525637189,107.1991747108536,96.0165561936925,104.21346161916324,102.10810099452591
4,-221.8103013315398,-261.14770593707743,-161.53271671367725,-169.42252621816573,-67.21395597693251,-10.400978261167372,-51.161923351802464,-28.78852552770641,-15.87200725323726,-25.979179369352863,-11.754364537213599,-40.43482562992118,-8.56468873870778,-4.4516998531761365,0.6911516018058339,3.3295681715482983,5.917268293219685,-21.825732428313046,-20.006708150918872,-35.97366462070123,-41.92182419633354,-42.998537937183436,-54.232131607574985,-57.57137456528142,-42.49413645985698,-60.12275958296523,-76.44227188860833,-58.50913120302046,-29.26148367385788,-28.796236341408555,-30.18713464035772,-25.385136981749515,-13.533479505745257,-27.341899066170384,-18.92844827324862,-23.492407463108005,-15.861985194813252,-17.268207341065995,-16.68031040611236,-22.634951515325756,-39.20469453029698,-51.514945074987565,-59.45812352399589,-40.570480862193314,-48.87099172016406,-58.1387904541107,-62.9196536823981,-50.991902907033264,-61.3606279844078,-62.76577721535512,-61.9463589796014,-69.1336282295309,-65.19845617408517,-55.75392184472325,-61.5220321395769,-59.90496192956971,-56.105924169210276,-67.55867625035768,-60.56054505556767,-63.39872772386926
5,-577.6703374557989,-674.6186626942407,-539.7487699811571,-564.9501835673896,-411.7861711694264,-329.847071472392,-406.6478499387633,-378.92820702752203,-366.4064882429102,-395.3568014643545,-380.1338761372671,-442.44410574310734,-394.4665601981229,-395.79641472206407,-395.17267455620396,-398.5448990287733,-401.7933281187225,-462.7840301658275,-466.96894114165684,-505.6556634468319,-523.1785931119725,-532.8679049409357,-563.2175145148803,-577.7814061194204,-555.1601513144788,-598.5841842430614,-639.918335999429,-611.0749914433582,-557.7495547846116,-564.3686104077589,-574.6300649510696,-571.492444368489,-552.970283218799,-590.4045035232391,-579.5770880338941,-597.3606986949341,-587.8083015898771,-598.2460406572646,-604.115230971491,-624.6761947379176,-669.6223928313241,-705.1357460538183,-731.1846797850334,-695.030110634637,-722.4073132674912,-752.4157157728629,-771.9625385911156,-752.0143373280898,-785.3833972060922,-797.2350182955734,-804.3374035745686,-831.2094208584296,-830.5760504509082,-816.4823856373664,-840.8507716150842,-846.5965679545877,-846.8397742087191,-886.4338277467062,-879.127775403738,-897.6451507825257
6,-384.388829911099,-463.58785605076247,-315.5968802252768,-333.84355382238454,-169.53317776505764,-76.81861178051022,-148.65460757920928,-112.77721728557711,-92.48188274755755,-113.05204262133738,-89.76202784006877,-144.9342937574659,-88.27095773747428,-82.40548320242853,-74.43102221414655,-70.96720082186556,-67.4750178583988,-123.40463808245029,-121.62420323301079,-154.82667724246,-168.74891086622853,-172.99135284722203,-198.1439443860573,-207.3283593071192,-178.34615310761157,-217.32844303659124,-254.15105618495497,-218.68751594825332,-158.24214108194315,-159.15358007918925,-164.02821269457945,-155.28879735816915,-130.77202442081406,-163.26732497086056,-146.23374866506123,-158.55071494647655,-142.8642854459327,-147.78394207877204,-148.08711189445728,-163.66755186329263,-204.47947334003186,-235.6804227572179,-256.922304022466,-213.81319917774144,-236.12952334258182,-261.1312245531869,-275.388557016686,-248.4779203464175,-276.84540226803034,-282.99625287184585,-283.7585704577511,-304.9896674093046,-297.79292057775245,-276.27430409490324,-294.35354578777043,-293.15262106253243,-286.11945845111507,-318.70243519104724,-303.32160672990614,-314.49163199792144
7,-181.89602191377244,-226.98419982627576,-103.88160129720924,-112.4330317831588,17.625664320312314,91.85108460838316,42.17350174733231,72.73272340653378,91.03335638013913,80.48985607272392,100.94742161697734,65.68996698190445,109.40668012921452,116.74649699186122,125.49551654376538,130.83168476129052,136.0766958088933,100.67090541937395,104.5706182897358,84.50200088464788,77.76338304533476,77.55582110563117,63.5994965811755,60.24653418833982,81.99917974735229,58.85561847690902,37.642394673708154,63.323871044284466,104.65086465111261,106.53375561887121,105.79619779504789,113.58814512008539,131.18581713340947,113.2269742361238,126.16597499229256,120.87994276851639,132.80171664130094,131.99880749028492,133.98027071406636,126.64894270062707,104.16661304950915,87.6248828272659,77.27153696271381,105.2765894223331,94.43011495876166,82.13882811160352,76.23431033559633,94.46845922529927,80.4831123905025,79.41664059544186,81.63978305937474,72.19458214692827,78.92420404283166,93.7878833373632,86.42955318051486,89.87574364059516,96.5556489415061,80.71987178735803,92.1975319884487,89.13353388007482
8,-176.54974117819324,-207.94705500618437,-118.1327455722481,-124.39082466487208,-32.09905862000286,19.214692394355,-16.60291896540437,3.7476289986745015,15.617693429456024,7.13232674773665,20.02604557326149,-4.817052102171446,23.570653256049425,27.509500610970683,32.332917451390465,34.92894857763883,37.46282807246446,13.569752657912245,15.417836775323439,1.8093731814559237,-3.092160139246237,-3.767626819437841,-13.21968292135926,-15.841886929285927,-2.5663541695198657,-17.529715338673768,-31.33534454362214,-15.637446270543663,9.738107074297947,10.311477587538608,9.330498328908805,13.626505123182318,23.92063076203471,12.35618187553948,19.715800291044562,15.954313490195238,22.650839321376626,21.633998113221665,22.310922993101276,17.416700764190416,3.5067735977070087,-6.769540423579786,-13.319937288497023,2.884413252865115,-3.9610159356994443,-11.614521876145407,-15.46601752056986,-5.187854989874103,-13.754091451902571,-14.750010818368159,-13.857741322798423,-19.711219986054836,-16.202254390776332,-8.060172452897596,-12.704027968656364,-11.146473395875557,-7.761906891598944,-17.162296535589352,-11.091549942441029,-13.255898599500298
9,-160.25421166561867,-196.50653735439693,-91.83156921812503,-98.6959092988473,9.994313934980566,71.31126556315384,29.927220981621346,54.81218862137713,69.44036281808567,60.42525169971735,76.6837160099767,47.78785524628257,82.69612384176202,88.21496716975341,94.82225342137686,98.69624675322726,102.48436088695867,74.07620732088778,76.89399211283865,60.81998132249375,55.31412438681206,54.95871932617131,43.842757755220944,41.06285165943827,57.844272160005566,39.67980764682323,23.09987662280432,42.84206598406271,74.5726935706891,75.79974185467387,75.01919518072451,80.78789068119087,94.03917944168053,80.07155699131812,89.70744698786237,85.44697645480535,94.26675897767517,93.4197191058599,94.68592199984272,88.93009444945272,71.79305487615574,59.18729077746602,51.26487209748174,72.09086783515319,63.799599362020096,54.46206490193764,49.917402848834854,63.3214916883226,52.78158791960288,51.847671093578676,53.33849219799277,46.21940438633521,51.03647131365173,61.80428935095515,56.231492210860644,58.589280697001236,63.29813972974439,51.57997979891997,59.76415676819308,57.35856290131186
