,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-212.38383725608517,-120.09800321028625,-308.69423519556335,-244.11946739051143,-319.36444329176715,-394.4204550298415,-414.0134944555171,-580.3633315445021,-575.2663240538993,-529.3153940570837,-540.1896903242019,-506.39437756926833,-604.2760415228479,-720.9992661592661
1,-217.440595285992,-125.15476124019305,-313.91896132017087,-249.7073235825689,-325.367534331086,-400.7820752722583,-420.71041984243476,-587.4301605435219,-582.665247835943,-537.0033445880507,-548.2087005719295,-514.7386721533139,-612.9538526687159,-730.1011504931072
2,-227.6044674133805,-157.49845002444894,-300.56936539966716,-252.13061100268834,-307.24767916506124,-360.4038401351166,-372.95986737201093,-486.69503868376773,-480.2277023982944,-446.72866799632396,-452.04626522285696,-427.481461329383,-488.9070905209371,-559.7231919279552
3,610.7459920289168,707.8798861860213,538.0001766241154,667.8952570223256,659.9613707048755,642.3078540622622,679.7872573195474,566.0765621048864,629.5971274911244,730.0909923747154,777.0974196084618,871.9903270134405,825.2790057104703,773.8895863691923
4,-115.34548133177861,-103.93596895072193,-126.02666216918372,-116.40329528174566,-122.35242830541691,-127.85578961427427,-127.74545626268667,-140.44104870534935,-137.7068326180738,-132.14315715016446,-131.2147519672208,-127.04138278620185,-132.63629342802315,-138.6269141453377
5,-124.7231627408663,-113.31365035980961,-135.4044212392346,-125.78120426718338,-131.7304887273957,-137.2339648916049,-137.12372782890384,-149.8194158976932,-147.08527751828314,-141.5216636902755,-140.5933242325842,-136.420014551409,-142.01498156816078,-148.00566800181997
6,401.6546432691193,457.081465497183,356.69272031877784,421.2552442602814,406.83547455196145,389.569188054453,401.1622008392978,338.160401037647,362.6873165726015,403.86077665477944,418.1728048989042,452.9182809924613,425.0540331629699,394.75543895850234
7,103.25309060755474,131.91269370394826,77.20689206947955,103.67741606819263,90.1150094499182,76.7864369009592,78.13377137089923,44.18970196706665,52.3158994766355,68.50484601465364,71.80926863264473,84.41785337766495,68.94519486112776,52.129027325116
8,592.1932534115809,662.6005946152379,539.519690522603,631.0373005845616,623.6311717985907,610.2072691191062,633.8587791459958,558.3072046309703,598.6007953619281,660.9423490624041,688.658426890457,743.9764104024043,712.7169052659715,679.1186459990823
9,1579.7623141069296,1673.7498030472766,1543.7448295731494,1739.3951450481466,1813.1280893358685,1866.6506149592901,1968.675814302382,1933.0328967772284,2059.5909586147513,2212.6760084812236,2323.0419737726124,2477.5925653813174,2499.6638832383333,2535.802107657116
10,238.5440480993495,310.80012905890356,175.32008101712694,250.32691116777883,221.39700251845102,189.72774475724842,197.9227184624517,102.4500568891597,128.8953360785943,180.72214026262043,194.41355280500176,238.06756774714634,191.88132592132033,139.94304391231535
