,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,141.49417399355298,-90.0767314688278,-179.134160148006,-417.3525483914547,-350.7294870180529,-370.6687775941153,-398.39227235136747,-366.97399529667996,-330.81275354064974,-309.64826965758,-309.8760815733134,-282.47943029380514,-236.96104288972128,-300.32965086654406,-358.53444822514456,-403.6114427500707,-463.47753472411694,-396.8531278776505,-401.1882566819351,-380.2249478200052,-372.0392827204225,-369.05440096996705,-375.84271820799916,-357.7597861353567,-352.8455253070555,-346.3353929383612
1,404.3274111058285,61.86092050301045,-68.62920652468459,-431.44189036856585,-327.01815020469655,-357.90904452164534,-402.54791929668835,-350.9607644972603,-290.3990358095403,-253.3882050901691,-252.10614285827293,-203.18117082743683,-121.17394144970784,-229.97590682357549,-332.2377677407193,-412.9987666287275,-522.4926009552734,-400.9579488656189,-409.1529750295073,-369.7159584787991,-353.78657391085636,-347.53788174810194,-360.2323155709414,-323.7224859841051,-312.7061348237824,-298.1274639408538
2,495.98575614567386,163.33387690249472,39.04364454585536,-308.578818383509,-200.44179481508888,-224.74940041086,-263.56854603497135,-209.55261531665354,-147.15073105981136,-106.68152566661445,-101.25755185493034,-49.759385005102274,34.06268395751363,-66.76590098719201,-161.4775095671843,-235.3393865699898,-336.58885055765836,-215.45319185760283,-218.4531869677267,-175.91254975332413,-156.01396112628336,-145.26840069593337,-151.95527649118318,-110.91153903364398,-94.06365167514281,-73.94735693046096
3,46.94153870798392,1.8115227053291163,-14.70245115021066,-57.14417400373478,-42.723393231352084,-44.39943298335117,-47.712201533595035,-41.35483243694398,-34.51962736475183,-30.10704151557758,-29.303887766453602,-24.28887642607599,-16.639834423880597,-25.52355047756974,-33.46449491978049,-39.31006874889608,-47.10943420262107,-36.84657022705376,-36.64062936792843,-33.01298543875394,-31.23119639905787,-30.184272108696746,-30.379197351510033,-27.26909726433985,-25.932849035551772,-24.463035722943424
4,85.29907787651138,40.21044402131336,23.712062868667303,-18.689284715356237,-4.280897576781874,-5.954508485085931,-9.263485100366516,-2.911723527533898,3.9172992068604873,8.326074777248929,9.128839144656702,14.139297991104488,21.781162304434044,12.906534088040488,4.973762739568807,-0.8656907052703118,-8.656948046380268,1.5914865522724795,1.7976801675067378,5.422474699908832,7.203014842576549,8.249330869977399,8.054948629319473,11.162581620434185,12.498389488111076,13.96720256436648
5,770.159071736748,599.0363883748355,541.7883907200792,380.2670040945333,452.0439943200061,454.6020412733712,447.29093438539377,481.6981373890366,518.4359194349631,546.2772375674929,556.9493885204988,587.3661440177485,631.4824887014876,595.7901140822613,563.0123705401264,539.6043200720904,505.9691710192563,562.0868709116058,570.0991528628276,594.1560730977377,608.8130967081531,619.8159163163334,625.0011313174796,648.3257870469278,662.436191400386,677.0654599656855
6,839.3008001532409,512.8527833570544,398.88614917481465,69.3062747365223,199.10542933133775,192.85732862054087,168.20009186506158,234.70090808207024,308.88410299864796,364.2310034052667,383.1492302873879,448.33079298234566,547.4631978959517,460.1122540251918,377.6553136000843,316.0068479353439,227.2659877933936,361.86378293399014,374.08303142876474,431.4518778663284,466.00316166313445,491.84127903086767,502.3953694006749,563.0985931842703,600.2068210558491,640.3031418450244
7,554.6531090774355,402.9505090188429,350.2951896620934,205.6130309784479,263.81671980999835,262.48117503429927,253.48566434823667,280.94972728351985,310.5227955070026,331.8494500676596,338.6712645616182,362.44645615124216,397.67273325309526,364.9347349551915,335.0371288665488,313.2659194881744,282.85477680927926,328.7335463759821,332.5160673324791,350.92340801311605,361.4195051012954,368.80426041035093,371.064236098484,388.3583126629714,397.8774911395403,407.91784698036645
8,811.536097752554,559.604303111037,473.5057997030461,227.4357415204993,330.6108162011254,330.4208087472155,315.8718897008284,367.09304106260697,422.9279531031612,465.0116452691192,480.43614763730125,528.052434791274,598.6257257835913,539.3862934398803,484.2833281793239,444.10218898509993,386.31120326774953,479.28809455876785,489.4592600038352,529.117109142206,553.2159294968659,571.3195248616913,579.4741966463461,619.4689287365984,643.8334106817927,669.5255807034305
9,261.72758209979054,155.00293719272992,116.42285060801922,13.685301830775705,50.023438183299305,46.415369826057855,38.373228360853595,55.07049364447845,73.20622704777102,85.37679921071826,88.11524871517392,102.04684652118209,123.25973781084018,100.12872013508367,79.185997745947,63.6946388027198,42.687446033889984,71.12219336784818,72.10020305735294,82.63413105280961,88.03175298850466,91.41062159991542,91.35644633814435,100.72905657628634,105.12533258330049,109.91165926695678
