,1,2,3,4,5,6,7,8,9,10,11
0,423.317010727637,305.47268327048374,291.92707779167523,339.6676166766884,282.6932275572046,167.98078106492176,151.1503702093073,21.47018287693251,109.0010875860162,121.6139363881258,159.95541965441998
1,831.4803264577802,699.3049599786362,700.828591789307,793.8848297613642,732.5326309470729,578.62068261007,574.0379145679698,395.18105817386504,546.499520525863,582.3940395071592,657.7964183947031
2,422.7624237042526,254.2364285516457,238.13616382833646,308.8307506757178,220.98133589291174,40.50550380128372,7.804827064378867,-209.19776252619073,-73.2096195734912,-58.59633139887855,1.825618831917147
3,317.38350949764566,170.87797413048168,153.56473808732835,206.3288328914735,131.8481778908695,-14.016331686368972,-41.50678914991065,-211.63862244812003,-107.3114644224286,-97.14333307701946,-52.58062702106499
4,66.4123028627172,-87.45209104186937,-115.37391954130787,-76.28484174557009,-158.59815708076258,-307.3699457660629,-345.45107748095444,-519.0999963356008,-428.00298701264154,-427.0826095353443,-391.7312768484732
5,505.15211245368846,337.3902979686171,325.21130756941943,406.20413267492677,314.7387328551081,126.09918082029441,96.08596236382101,-133.64028025347687,17.74519030359116,37.53525535982956,107.0644158268711
6,336.2628340805376,139.46498401149816,112.3414407400967,186.43103525804642,76.14187475033673,-144.1662519261496,-195.19430989653148,-474.8317747329596,-318.5685817340446,-312.5850311905946,-247.6207375493872
7,112.03626653646636,7.715766950200103,-8.32236622347789,20.281427202505746,-30.00791114566507,-121.44735355736749,-140.00990784394267,-242.01259298261473,-180.98563198366642,-175.67670387996114,-149.48591374633585
8,289.2981733987772,64.74113052448838,30.0450185028449,107.64848082737711,-24.155990002681055,-283.2861345207694,-350.7192010027738,-691.2521857669458,-523.8683742541137,-528.8654011619246,-460.9366989670106
9,262.1173124536617,99.16133392779953,76.20423376649813,130.73499181299917,43.92384595547219,-123.65340519001468,-160.4581225835776,-362.74704685614574,-245.42354917622922,-238.46795923266052,-190.72586515483084
10,290.63600501276494,203.4693390224228,191.9214401703109,216.7101061701094,177.44543511165023,104.97050777808106,93.02845632262704,16.94307239254333,66.45605276562057,72.53346764920593,92.77108043256656
11,449.4320863454417,221.00865901480682,195.4524770212875,297.87996765026946,161.72547388383188,-121.40851612838443,-187.7560949894753,-569.6280282626878,-362.8087559841604,-357.34805897259434,-265.03802958739243
12,-7.347589395105275,-89.70104864679263,-101.98001076965733,-80.64565247989512,-117.7035679900453,-183.81679660473654,-195.63111929186644,-265.49077883643497,-221.07729651233535,-216.0522999161227,-198.30545514864704
13,159.540522182398,-96.59625940306825,-148.21405191743818,-78.27669722906649,-237.96024718532243,-539.4804347675686,-641.1351688130006,-1060.2435068672537,-893.9277939549826,-925.7067760961079,-869.2568340798107
14,483.0041695642035,225.18162943676245,194.55463711285014,314.76769602719287,156.43816089462982,-186.01291291247966,-274.56326059971076,-764.7311297350368,-514.9777806657936,-522.4856422144583,-414.1638633402568
15,297.55065917546597,76.17849201884236,42.76060103130946,120.35708969532719,-8.740182153522047,-263.2886104888441,-328.22438956973104,-661.0343778721614,-494.8024953650893,-498.005705742339,-429.93696032864784
16,747.0772732859228,586.4049835489335,589.171151523807,690.4471028883726,610.5887847519969,416.1288524810867,401.25522978984293,167.36027220673242,351.4317135707908,386.45379401427914,478.0389429802305
17,163.61560504272163,69.76874243832506,55.63165846996756,82.08341861648586,38.16632102937627,-41.94500574605551,-56.790936993193945,-144.2409808781067,-88.6666509741036,-83.02397866370588,-61.10664058429124
18,203.43671711840116,63.57052129165657,42.9804165363642,86.08201575328503,14.1585144818254,-121.34867106329992,-150.38298709007978,-309.05082712582146,-217.03997282506387,-208.7817230368286,-171.37243355811177
19,557.650727474891,314.3098289595419,292.0266680257031,419.30848130134666,274.92599702554736,-48.93255038567564,-120.14835828552674,-573.3799064461509,-317.5317241630837,-307.1544028782708,-187.5600872595155
20,623.1864323045559,529.8368157270418,518.7627198676453,560.7534169847486,518.7386627621352,431.30529901388144,422.6575889734668,328.0272159948386,395.6683488729653,408.97616131274054,440.8157416388099
21,279.3465368135703,179.4433972161111,167.32604654810248,198.532764484178,152.45953405812713,65.94706867238958,50.68938718472953,-43.239409240248875,17.662161005760435,25.070974201853538,50.44556803509021
22,923.5311996087198,821.3691580693333,829.7067343003412,895.1538606968073,850.9935957264001,737.6458809980971,738.8833678222321,615.6049475946925,730.6358251411554,759.850822373352,809.1533421848453
23,144.46205448362252,-83.87211339070056,-127.96525382695292,-66.08332910387932,-203.00540955230275,-458.24044230358095,-537.1683262481524,-869.3220098691762,-722.5277272186622,-738.348463634875,-684.723095698664
24,1237.9497582028325,1145.3025330012842,1159.822481698294,1229.539488294167,1197.4948207870832,1095.5877802204757,1104.861877434948,1013.8127320681307,1113.7009352214286,1143.1561931989065,1192.8611777571891
25,326.93368265951096,78.0100895807444,39.188861974092006,129.6446836117371,-22.931348392934197,-329.26996027023597,-417.89849085829326,-843.1169805557148,-646.7651364832899,-662.3643599060902,-579.198734105649
26,287.24215402494775,133.46044301147492,113.24229021788784,167.6765927890498,85.64336968874565,-71.19583810554343,-103.52564605179298,-290.69868291302777,-180.13113963836727,-171.32987585828627,-124.61416736255329
27,253.5308240158151,147.8831405436092,134.22992999543695,168.56496629346395,117.03913018394195,19.84073547815572,2.7345908990518355,-104.40908656492665,-36.444507781294945,-28.794030812912727,-0.4796523492678276
28,463.7686502099232,316.7514603826751,304.7977738626208,367.73738040170605,292.9982206140972,137.16021638353774,113.11801220571292,-70.56213869433836,52.128739520506876,68.26152425730656,122.94702367145756
29,869.1468726141449,659.7659518636667,667.3444703710146,836.4735002106318,727.159238715379,428.3413517303061,406.0455820968949,6.549168825774337,317.2926104032995,384.9677688226352,561.6692049443576
