ID#,Extinction_Index_x,Extinction_Index_y,Ra(deg),Dec(deg),Rotation_Measure(rad/m2),RM_Err(rad/m2),RA_inExtincFile(degree),Dec_inExtincFile(degree),Extinction_Value,Error_Range(pix),Min_Extinction_Value,Min_Extinction_Ra,Min_Extinction_Dec,Max_Extinction_Value,Max_Extinction_RA,Max_Extinction_dec
15,1087,277,49.06666666666667,27.650666666666663,-15.7,13.2,49.05838198485713,27.655842136943985,0.45937386,1,0.45937386,49.05838198485713,27.655842136943985,1.3298167,49.08007481302833,27.681964804587825
57,753,195,58.21666666666667,26.405,43.2,0.9,58.21616911907053,26.39560229474599,0.5116995,1,0.026050031,58.21441687535829,26.419311464138712,0.8329552,58.189166839824935,26.39448828428575
201,39,408,78.30416666666666,30.899666666666665,-44.5,17.3,78.30683203134316,30.896980571338787,0.5193167,1,0.4010656,78.33422541235208,30.893925757115124,0.60877985,78.31118056322985,30.92075748574552
91,615,99,62.03333333333333,24.23072222222222,-5.3,4.7,62.02260623483959,24.23363545348245,0.5292971,1,0.09328229,62.02199779422265,24.257025667614844,1.0321023,62.023214322405,24.210250217354535
200,73,391,77.2875,30.582944444444443,-7.9,11.5,77.30253969231323,30.59206774535664,0.55767435,1,0.36906222,77.33001903993323,30.589244548542247,0.9754868,77.27908813651136,30.61872977140011
47,880,340,54.40416666666667,29.667416666666668,-4.3,13.2,54.39803623317474,29.660539295018964,0.56505907,1,0.27354112,54.36733457215312,29.682505199600467,1.2486981,54.42575412575904,29.66257795394145
194,135,370,75.50833333333334,30.25561111111111,-4.7,21.2,75.51320318828947,30.252833545309755,0.58235043,1,0.5440291,75.54438465261181,30.274360839173998,0.96378535,75.48901967350186,30.279221139433503
100,564,368,63.30416666666667,30.706444444444443,56.1,8.3,63.3117972818182,30.70024068128075,0.5889135,1,0.50084746,63.31205119246328,30.67574969968524,0.9018595,63.28275949103844,30.724553632360784
195,99,378,76.525,30.365472222222223,-1.2,16.4,76.53627448090167,30.352906681939672,0.59208417,1,0.59208417,76.53627448090167,30.352906681939672,0.89215267,76.56762236568218,30.374140561628217
74,665,290,60.50833333333333,28.76163888888889,37.7,12.6,60.49882894162573,28.753648871906105,0.6031793,1,0.4648587,60.52790932523235,28.73021306122176,0.93982035,60.525705488742105,28.77857500802244
42,908,254,53.895833333333336,27.560166666666667,17.6,9.0,53.89260024404162,27.55393826810514,0.6100272,1,0.27573124,53.9195091911344,27.555926260366483,1.0017105,53.86264138433578,27.57560149997717
73,680,145,60.25416666666667,25.271833333333333,7.0,16.3,60.25129204638239,25.279403856491225,0.62404305,1,0.32461974,60.27806081494366,25.280100000193062,0.8954576,60.22338150056803,25.30226982790025
118,485,379,65.59166666666667,30.969416666666664,32.3,6.3,65.59019068977082,30.964005292876895,0.6493088,1,0.5412501,65.59065647256742,30.98852543093776,0.95726794,65.56087232230065,30.93981184108393
41,928,245,53.3875,27.30152777777778,14.0,8.0,53.38410361151578,27.300817396047893,0.65440124,1,0.43627328,53.357360752042624,27.298748704240865,1.0333766,53.41402440583922,27.279304859438398
4,1122,403,47.54166666666666,30.48402777777778,-34.4,13.0,47.54244647521374,30.487900810737244,0.66797936,1,0.5001437,47.56918352065611,30.49137727135492,1.4178014,47.520716145989184,30.46096338004124
111,511,367,64.82916666666667,30.68769444444445,52.7,14.8,64.8368486471721,30.67625360534277,0.67190087,1,0.4484458,64.86585118805216,30.700583329717794,1.157632,64.83662207497653,30.65176508477551
60,735,336,58.47083333333333,29.80563888888889,52.0,6.8,58.46587187868367,29.799911587605475,0.6852865,1,0.6742514,58.49409002375173,29.8011128746626,1.3595653,58.439417033149866,29.77444726849012
199,70,365,77.2875,29.9655,-45.2,3.1,77.28011511914816,29.96484604342804,0.706163,1,0.6668914,77.30336681704387,29.938325803887253,0.8382143,77.25284969776818,29.96760219046797
202,11,352,78.8125,29.49458333333333,-82.2,10.0,78.82011755468587,29.48697356423904,0.7080011,1,0.4682279,78.79772853919584,29.51353187272197,1.0083163,78.8157070239457,29.463430906900246
78,660,175,60.7625,26.00027777777778,1.6,3.6,60.7573487177358,26.001940984057672,0.7278803,1,0.27398714,60.72930823488854,26.025033283148524,0.8601702,60.75834467946512,25.97822437152786
114,491,173,65.3375,25.99211111111111,7.4,11.5,65.3375358254118,25.98816795756662,0.7282571,1,0.52713937,65.36500740143921,26.011691764027496,1.4904382,65.3107883101445,26.01214696648865
0,1165,425,46.270833333333336,30.8495,-12.5,14.1,46.28266370839408,30.847145699560823,0.7302489,1,0.34319362,46.31457969366289,30.82755488616556,1.21535,46.30386854597904,30.874256939511945
154,311,290,70.42083333333333,28.65308333333333,-36.8,11.0,70.41236563272552,28.65586046381202,0.73641133,1,0.63719183,70.43818734447221,28.630504936920104,1.9973518,70.3865254565433,28.681216950709903
87,623,138,61.77916666666667,25.134722222222223,48.8,14.9,61.78425768250011,25.146274838978844,0.7708806,1,0.7413168,61.783572395712696,25.16985018177076,1.3898183,61.75816054843135,25.122282452316018
174,189,90,73.21666666666667,23.76636111111111,-26.6,8.5,73.22232818299446,23.76841373252577,0.7723762,1,0.5138861,73.19394049227782,23.746927364226256,0.9681784,73.25072782314798,23.789896856608355
86,621,223,61.77916666666667,27.163277777777772,18.7,12.8,61.77948697565773,27.16728200199576,0.7856881,1,0.43477836,61.80626816235897,27.191688850063244,1.4519696,61.78019083785933,27.1433328951668
187,145,52,74.23333333333333,22.822805555555554,-25.5,0.8,74.24454857944174,22.830006522681597,0.7860491,1,0.15109384,74.2191825040842,22.831624684213924,1.2039092,74.26991064375986,22.828384563494915
1,1150,407,46.77916666666667,30.48927777777778,7.1,6.7,46.77606686984382,30.48210624147639,0.7933378,1,0.43241578,46.79742318475096,30.50909966730137,1.2153493,46.75472914855413,30.455117879727155
192,139,327,75.25416666666666,29.24005555555556,-0.3,11.5,75.25524289561834,29.234472345748685,0.7963621,1,0.53337264,75.2278872163162,29.23676475380266,1.1297938,75.27920696282345,29.2083352859998
75,668,216,60.50833333333333,26.96519444444444,25.1,3.4,60.49710823154318,26.97265499939474,0.79813594,1,0.4124585,60.4686593066873,26.995843325396194,1.2039819,60.52338565595382,26.997244331732468
76,675,39,60.50833333333333,22.806722222222223,68.2,2.2,60.49785021150255,22.811873303463592,0.80281925,1,0.29064906,60.47084005308339,22.83432653960638,1.1956284,60.5248465547305,22.789419604573748
55,789,216,57.2,26.84636111111111,53.5,11.3,57.20284158836822,26.85003960585789,0.80468947,1,0.14547828,57.17784400574514,26.824976266074287,0.943581,57.22990958447142,26.851359810257165
72,687,190,60.0,26.32911111111111,37.3,2.7,60.00969432465539,26.339165880076,0.8200805,1,0.02200941,59.98381334270578,26.31463062163376,1.013803,60.01091595039883,26.315406424107596
163,247,82,71.69166666666666,23.67458333333333,-74.3,8.8,71.7026633650312,23.66512177807508,0.82938904,1,0.77754396,71.72642764542529,23.64077733199226,1.4105387,71.67456148736329,23.64331385117528
93,616,17,62.03333333333333,22.333388888888887,39.1,12.4,62.0454447297408,22.332804124964664,0.8456819,1,0.53525054,62.07074402574275,22.356093423925405,1.3526084,62.01897066380256,22.355434286556708
63,711,104,59.4875,24.286222222222225,44.5,18.3,59.47813306700286,24.29448056594809,0.85369605,1,0.3025174,59.45173855269888,24.293675066600738,1.0446514,59.50586588634761,24.27194331949613
26,1024,246,50.84583333333333,27.10011111111111,26.0,15.0,50.83597365792281,27.104185571794456,0.8562882,1,0.5900053,50.85834540262274,27.130024157306444,1.2536291,50.86610913038,27.08337265200208
196,88,364,76.77916666666667,29.983722222222223,-48.5,13.6,76.78455870064808,29.989849440271783,0.8744787,1,0.71062565,76.81578629348213,30.01099611898115,0.92382246,76.76104647303231,30.0163266115723
69,681,339,59.99583333333333,29.93555555555556,51.6,16.4,59.98938446025017,29.9292616847,0.8759383,1,0.76351136,59.95971914045193,29.95270649355948,1.3804771,59.96230697339464,29.90404316948673
107,511,339,64.82916666666667,29.985444444444447,11.5,15.6,64.830558125852,29.9917448363562,0.87825954,1,0.35004044,64.80182882515389,29.967494480115597,1.1268556,64.85907334867265,29.99158813645764
14,1114,235,48.55833333333333,26.61330555555556,1.1,5.7,48.54683998920269,26.607239810758216,0.9037403,1,0.72440356,48.57694991101128,26.587094058957817,1.3925054,48.52569895862652,26.581380387454345
44,902,225,54.15,26.872694444444445,39.2,18.6,54.14037805158965,26.88093206922544,0.9095924,1,0.16939886,54.17003334250228,26.85926420376865,1.2384261,54.116623640467935,26.855478508963856
162,262,262,71.69166666666666,27.924666666666667,-13.7,12.4,71.70383278373497,27.915866523861027,0.9097127,1,0.4567386,71.67418802722877,27.893485286787968,1.1095316,71.72890097114976,27.890473358756683
27,1004,312,51.1,28.70488888888889,-41.4,12.8,51.11013177229913,28.704176811976435,0.92868495,1,0.92868495,51.11013177229913,28.704176811976435,2.180119,51.140866966277095,28.68318296741528
39,926,340,53.13333333333333,29.549722222222226,33.0,12.1,53.12816737929017,29.560864080078662,0.9465114,1,0.8629398,53.13151680632422,29.536964693426853,1.0302052,53.10403530801746,29.53467357811053
46,878,355,54.40416666666667,30.01377777777778,-3.5,17.3,54.40882902690905,30.025179635986017,0.9476806,1,0.602746,54.41181823931761,30.00112090621389,1.3843211,54.4058379903549,30.049241297773914
164,265,289,71.69166666666666,28.5735,-14.9,11.3,71.6833245497994,28.566776872474907,0.95570105,1,0.8382939,71.65572837546169,28.56831337726856,1.1473708,71.71322622040638,28.58922460325469
97,582,380,62.79583333333333,30.98805555555556,63.5,9.8,62.78890527072245,30.99008368261984,0.9624985,1,0.8369416,62.817779908051726,30.990376082038217,1.4976201,62.76003130840367,30.98978486546719
136,395,342,68.13333333333334,30.01580555555556,-31.8,2.7,68.13606400514585,30.005779307024625,0.9854465,1,0.8511633,68.1657309614603,30.029258858036588,1.4681948,68.10765663759628,30.00664048631574
112,501,208,65.08333333333333,26.82213888888889,19.4,9.3,65.07646060971683,26.824293649033763,0.9970445,1,0.61227775,65.04879006814815,26.800570031702968,1.760049,65.04934905053017,26.84838547585005
